Date,Hour,Minute,Price
2022-09-27,16,33,44990.0
2022-09-27,17,05,59989.0
2022-09-27,17,05,44990.0
2022-09-27,17,29,59989.0
2022-09-27,18,02,59890.0
2022-09-27,20,08,59989.0
2022-09-27,20,12,44990.0
2022-09-27,21,03,59989.0
2022-09-27,21,35,59890.0
2022-09-27,22,06,59989.0
2022-09-27,22,38,59890.0
2022-09-28,00,48,44990.0
2022-09-28,01,26,59989.0
2022-09-28,04,16,59890.0
2022-09-28,06,32,59989.0
2022-09-28,06,41,44990.0
2022-09-28,10,05,59890.0
2022-09-28,12,36,59989.0
2022-09-28,14,52,44990.0
2022-09-28,15,57,59989.0
2022-09-28,16,29,59890.0
2022-09-28,18,28,59989.0
2022-09-28,18,45,44990.0
2022-09-28,20,04,59989.0
2022-09-28,22,44,59890.0
2022-09-29,00,42,59989.0
2022-09-29,00,59,44990.0
2022-09-29,01,26,59989.0
2022-09-29,01,35,44990.0
2022-09-29,02,02,59989.0
2022-09-29,03,45,44990.0
2022-09-29,04,16,59890.0
2022-09-29,04,42,59989.0
2022-09-29,06,51,44990.0
2022-09-29,11,42,59989.0
2022-09-29,11,52,59890.0
2022-09-29,14,57,59989.0
2022-09-29,17,27,59890.0
2022-09-29,19,41,59989.0
2022-09-29,19,41,44990.0
2022-09-29,20,07,59890.0
2022-09-29,22,21,59989.0
2022-09-29,22,53,59890.0
2022-09-30,00,50,59989.0
2022-09-30,06,12,44990.0
2022-09-30,06,56,59890.0
2022-09-30,08,10,59989.0
2022-09-30,13,55,44990.0
2022-09-30,16,34,59989.0
2022-10-01,00,22,57990.0
2022-10-01,03,37,59989.0
2022-10-01,05,46,57990.0
2022-10-01,09,56,59989.0
2022-10-01,10,46,59890.0
2022-10-01,12,39,59989.0
2022-10-01,13,28,57990.0
2022-10-01,15,21,59989.0
2022-10-01,16,40,57990.0
2022-10-01,17,11,59989.0
2022-10-01,17,55,57990.0
2022-10-01,20,08,44990.0
2022-10-01,20,43,57990.0
2022-10-01,22,50,44990.0
2022-10-02,01,13,57990.0
2022-10-02,01,38,44990.0
2022-10-02,03,56,57990.0
2022-10-02,04,07,44990.0
2022-10-02,06,38,57990.0
2022-10-02,06,51,44990.0
2022-10-02,08,00,57990.0
2022-10-02,09,00,44990.0
2022-10-02,09,00,57990.0
2022-10-02,11,15,44990.0
2022-10-02,11,57,59890.0
2022-10-02,13,07,44990.0
2022-10-02,14,17,57990.0
2022-10-02,14,45,44990.0
2022-10-02,15,52,59890.0
2022-10-02,16,58,44990.0
2022-10-02,18,48,57990.0
2022-10-02,19,24,44990.0
2022-10-03,01,17,59890.0
2022-10-03,10,35,57990.0
2022-10-04,23,18,44990.0
2022-10-04,23,19,59890.0
2022-10-04,23,35,44990.0
2022-10-05,01,20,58490.0
2022-10-05,02,55,44990.0
2022-10-05,07,01,59890.0
2022-10-05,11,17,58490.0
2022-10-05,12,01,59890.0
2022-10-05,12,17,44990.0
2022-10-05,12,29,59890.0
2022-10-05,12,31,58490.0
2022-10-05,13,12,59890.0
