Date,Hour,Minute,Price
2022-12-29,06,42,16740.0
2022-12-29,12,16,15990.0
2022-12-29,12,42,16740.0
2022-12-29,13,20,15990.0
2022-12-29,19,14,16740.0
2022-12-30,03,25,15990.0
2022-12-31,07,52,15990.0
2022-12-31,19,42,14990.0
2023-01-01,11,13,15990.0
2023-01-01,15,00,14990.0
2023-01-01,15,13,15990.0
2023-01-01,18,37,15950.0
2023-01-02,00,43,14990.0
2023-01-02,01,25,15990.0
2023-01-03,03,13,15990.0
2023-01-03,03,29,14990.0
2023-01-03,20,49,15990.0
2023-01-03,21,27,17490.0
2023-01-03,22,09,16740.0
2023-01-04,22,02,16990.0
2023-01-05,11,25,16740.0
2023-01-05,14,39,16700.0
2023-01-05,15,53,16740.0
2023-01-06,04,11,16700.0
2023-01-06,23,49,16740.0
2023-01-07,16,19,15990.0
2023-01-08,09,08,16740.0
2023-01-08,14,28,16700.0
2023-01-08,16,36,15990.0
2023-01-09,01,10,16740.0
2023-01-10,05,35,16740.0
2023-01-10,05,43,15990.0
2023-01-11,13,46,16740.0
2023-01-12,17,06,16740.0
2023-01-13,13,28,15990.0
2023-01-14,07,59,17201.0
2023-01-14,15,58,15990.0
2023-01-14,17,01,15870.0
2023-01-14,21,10,15990.0
2023-01-15,02,02,15890.0
2023-01-15,05,23,15990.0
2023-01-15,10,50,15690.0
2023-01-16,00,29,15990.0
2023-01-16,02,47,15690.0
2023-01-16,08,28,15990.0
2023-01-16,08,48,15690.0
2023-01-16,11,23,15990.0
2023-01-16,18,48,15690.0
2023-01-16,19,20,15890.0
2023-01-16,21,40,15990.0
2023-01-17,02,36,15890.0
2023-01-17,05,48,15990.0
2023-01-17,11,27,15890.0
2023-01-17,17,12,15990.0
2023-01-17,18,46,15890.0
2023-01-18,16,37,15990.0
2023-01-18,19,01,15890.0
2023-01-19,00,35,15990.0
2023-01-19,02,13,15890.0
2023-01-19,13,41,15990.0
2023-01-19,19,26,15890.0
2023-01-20,02,07,15990.0
2023-01-20,09,24,15950.0
2023-01-20,09,44,16990.0
2023-01-20,15,29,15890.0
2023-01-20,18,52,15990.0
2023-01-21,04,46,15890.0
2023-01-21,07,58,15990.0
2023-01-21,13,29,16740.0
2023-01-21,14,02,15990.0
2023-01-21,15,32,15890.0
2023-01-21,17,44,15990.0
2023-01-22,00,46,15890.0
2023-01-23,01,17,15990.0
2023-01-23,13,53,16740.0
2023-01-23,15,59,15790.0
2023-01-23,17,16,16040.0
2023-01-23,23,47,15990.0
2023-01-24,01,48,15790.0
2023-01-24,06,41,15990.0
2023-01-24,07,21,16740.0
2023-01-24,23,47,15890.0
2023-01-25,01,58,15870.0
2023-01-25,02,24,15890.0
2023-01-25,02,38,15870.0
2023-01-25,02,41,15890.0
2023-01-25,09,00,15690.0
2023-01-25,14,31,15790.0
2023-01-25,18,14,15990.0
2023-01-25,18,43,15690.0
2023-01-25,20,54,15990.0
2023-01-25,21,06,15890.0
2023-01-25,21,42,15990.0
2023-01-25,22,07,15890.0
2023-01-26,05,40,15990.0
2023-01-26,08,57,15790.0
2023-01-26,16,03,15990.0
2023-01-26,21,31,15790.0
2023-01-27,02,27,15890.0
2023-01-27,07,15,15790.0
2023-01-27,10,22,15990.0
2023-01-27,14,24,15790.0
2023-01-27,18,11,15990.0
